sample,time_s,model_q1,model_q2,model_q3,model_q4,joint_1,joint_2,joint_3,joint_4,joint_5
180,3.58,0.442374222976745,0.903578547477269,-1.92840089802568,0.056046701364,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.056046701364
181,3.6,0.442374222976745,0.903578547477269,-1.92840089802568,0.0565248,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0565248
182,3.62,0.442374222976745,0.903578547477269,-1.92840089802568,0.056968349436,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.056968349436
183,3.64,0.442374222976745,0.903578547477269,-1.92840089802568,0.0573775595519999,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0573775595519999
184,3.66,0.442374222976745,0.903578547477269,-1.92840089802568,0.057752774148,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.057752774148
185,3.68,0.442374222976745,0.903578547477269,-1.92840089802568,0.0580944752639999,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0580944752639999
186,3.7,0.442374222976745,0.903578547477269,-1.92840089802568,0.0584032875,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0584032875
187,3.72,0.442374222976745,0.903578547477269,-1.92840089802568,0.058679982336,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.058679982336
188,3.74,0.442374222976745,0.903578547477269,-1.92840089802568,0.058925482452,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.058925482452
189,3.76,0.442374222976745,0.903578547477269,-1.92840089802568,0.059140866048,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059140866048
190,3.78,0.442374222976745,0.903578547477269,-1.92840089802568,0.0593273711639999,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0593273711639999
191,3.8,0.442374222976745,0.903578547477269,-1.92840089802568,0.0594864,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0594864
192,3.82,0.442374222976745,0.903578547477269,-1.92840089802568,0.059619523236,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059619523236
193,3.84,0.442374222976745,0.903578547477269,-1.92840089802568,0.059728484352,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059728484352
194,3.86,0.442374222976745,0.903578547477269,-1.92840089802568,0.0598152039480001,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0598152039480001
195,3.88,0.442374222976745,0.903578547477269,-1.92840089802568,0.059881784064,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059881784064
196,3.9,0.442374222976745,0.903578547477269,-1.92840089802568,0.0599305124999999,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0599305124999999
197,3.92,0.442374222976745,0.903578547477269,-1.92840089802568,0.059963867136,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059963867136
198,3.94,0.442374222976745,0.903578547477269,-1.92840089802568,0.059984520252,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059984520252
199,3.96,0.442374222976745,0.903578547477269,-1.92840089802568,0.0599953428479999,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0599953428479999
200,3.98,0.442374222976745,0.903578547477269,-1.92840089802568,0.059999408964,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059999408964
201,4,0.442374222976745,0.903578547477269,-1.92840089802568,0.06,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.06
202,4.02,0.442374222976745,0.903578547477269,-1.92840089802568,0.059999408964,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059999408964
203,4.04,0.442374222976745,0.903578547477269,-1.92840089802568,0.059995342848,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059995342848
204,4.06,0.442374222976745,0.903578547477269,-1.92840089802568,0.059984520252,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059984520252
205,4.08,0.442374222976745,0.903578547477269,-1.92840089802568,0.059963867136,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059963867136
206,4.1,0.442374222976745,0.903578547477269,-1.92840089802568,0.0599305125,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0599305125
207,4.12,0.442374222976745,0.903578547477269,-1.92840089802568,0.059881784064,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059881784064
208,4.14,0.442374222976745,0.903578547477269,-1.92840089802568,0.059815203948,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059815203948
209,4.16,0.442374222976745,0.903578547477269,-1.92840089802568,0.059728484352,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059728484352
210,4.18,0.442374222976745,0.903578547477269,-1.92840089802568,0.059619523236,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059619523236
211,4.2,0.442374222976745,0.903578547477269,-1.92840089802568,0.0594864,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0594864
212,4.22,0.442374222976745,0.903578547477269,-1.92840089802568,0.059327371164,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059327371164
213,4.24,0.442374222976745,0.903578547477269,-1.92840089802568,0.059140866048,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.059140866048
214,4.26,0.442374222976745,0.903578547477269,-1.92840089802568,0.058925482452,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.058925482452
215,4.28,0.442374222976745,0.903578547477269,-1.92840089802568,0.058679982336,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.058679982336
216,4.3,0.442374222976745,0.903578547477269,-1.92840089802568,0.0584032875,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0584032875
217,4.32,0.442374222976745,0.903578547477269,-1.92840089802568,0.058094475264,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.058094475264
218,4.34,0.442374222976745,0.903578547477269,-1.92840089802568,0.057752774148,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.057752774148
219,4.36,0.442374222976745,0.903578547477269,-1.92840089802568,0.057377559552,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.057377559552
220,4.38,0.442374222976745,0.903578547477269,-1.92840089802568,0.056968349436,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.056968349436
221,4.4,0.442374222976745,0.903578547477269,-1.92840089802568,0.0565248,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0565248
222,4.42,0.442374222976745,0.903578547477269,-1.92840089802568,0.056046701364,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.056046701364
223,4.44,0.442374222976745,0.903578547477269,-1.92840089802568,0.055533973248,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.055533973248
224,4.46,0.442374222976745,0.903578547477269,-1.92840089802568,0.054986660652,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.054986660652
225,4.48,0.442374222976745,0.903578547477269,-1.92840089802568,0.054404929536,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.054404929536
226,4.5,0.442374222976745,0.903578547477269,-1.92840089802568,0.0537890625,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0537890625
227,4.52,0.442374222976745,0.903578547477269,-1.92840089802568,0.053139454464,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.053139454464
228,4.54,0.442374222976745,0.903578547477269,-1.92840089802568,0.052456608348,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.052456608348
229,4.56,0.442374222976745,0.903578547477269,-1.92840089802568,0.051741130752,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.051741130752
230,4.58,0.442374222976745,0.903578547477269,-1.92840089802568,0.050993727636,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.050993727636
231,4.6,0.442374222976745,0.903578547477269,-1.92840089802568,0.0502152,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0502152
232,4.62,0.442374222976745,0.903578547477269,-1.92840089802568,0.049406439564,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.049406439564
233,4.64,0.442374222976745,0.903578547477269,-1.92840089802568,0.048568424448,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.048568424448
234,4.66,0.442374222976745,0.903578547477269,-1.92840089802568,0.047702214852,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.047702214852
235,4.68,0.442374222976745,0.903578547477269,-1.92840089802568,0.046808948736,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.046808948736
236,4.7,0.442374222976745,0.903578547477269,-1.92840089802568,0.0458898375,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0458898375
237,4.72,0.442374222976745,0.903578547477269,-1.92840089802568,0.044946161664,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.044946161664
238,4.74,0.442374222976745,0.903578547477269,-1.92840089802568,0.043979266548,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.043979266548
239,4.76,0.442374222976745,0.903578547477269,-1.92840089802568,0.042990557952,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.042990557952
240,4.78,0.442374222976745,0.903578547477269,-1.92840089802568,0.041981497836,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.041981497836
241,4.8,0.442374222976745,0.903578547477269,-1.92840089802568,0.0409536,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0409536
242,4.82,0.442374222976745,0.903578547477269,-1.92840089802568,0.039908425764,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.039908425764
243,4.84,0.442374222976745,0.903578547477269,-1.92840089802568,0.038847579648,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.038847579648
244,4.86,0.442374222976745,0.903578547477269,-1.92840089802568,0.037772705052,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.037772705052
245,4.88,0.442374222976745,0.903578547477269,-1.92840089802568,0.036685479936,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.036685479936
246,4.9,0.442374222976745,0.903578547477269,-1.92840089802568,0.0355876125,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0355876125
247,4.92,0.442374222976745,0.903578547477269,-1.92840089802568,0.034480836864,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.034480836864
248,4.94,0.442374222976745,0.903578547477269,-1.92840089802568,0.033366908748,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.033366908748
249,4.96,0.442374222976745,0.903578547477269,-1.92840089802568,0.032247601152,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.032247601152
250,4.98,0.442374222976745,0.903578547477269,-1.92840089802568,0.031124700036,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.031124700036
251,5,0.442374222976745,0.903578547477269,-1.92840089802568,0.03,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.03
252,5.02,0.442374222976745,0.903578547477269,-1.92840089802568,0.028875299964,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.028875299964
253,5.04,0.442374222976745,0.903578547477269,-1.92840089802568,0.027752398848,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.027752398848
254,5.06,0.442374222976745,0.903578547477269,-1.92840089802568,0.026633091252,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.026633091252
255,5.08,0.442374222976745,0.903578547477269,-1.92840089802568,0.025519163136,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.025519163136
256,5.1,0.442374222976745,0.903578547477269,-1.92840089802568,0.0244123875,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0244123875
257,5.12,0.442374222976745,0.903578547477269,-1.92840089802568,0.023314520064,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.023314520064
258,5.14,0.442374222976745,0.903578547477269,-1.92840089802568,0.022227294948,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.022227294948
259,5.16,0.442374222976745,0.903578547477269,-1.92840089802568,0.021152420352,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.021152420352
260,5.18,0.442374222976745,0.903578547477269,-1.92840089802568,0.020091574236,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.020091574236
261,5.2,0.442374222976745,0.903578547477269,-1.92840089802568,0.0190464,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0190464
262,5.22,0.442374222976745,0.903578547477269,-1.92840089802568,0.018018502164,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.018018502164
263,5.24,0.442374222976745,0.903578547477269,-1.92840089802568,0.017009442048,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.017009442048
264,5.26,0.442374222976745,0.903578547477269,-1.92840089802568,0.016020733452,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.016020733452
265,5.28,0.442374222976745,0.903578547477269,-1.92840089802568,0.015053838336,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.015053838336
266,5.3,0.442374222976745,0.903578547477269,-1.92840089802568,0.0141101625,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0141101625
267,5.32,0.442374222976745,0.903578547477269,-1.92840089802568,0.013191051264,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.013191051264
268,5.34,0.442374222976745,0.903578547477269,-1.92840089802568,0.012297785148,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.012297785148
269,5.36,0.442374222976745,0.903578547477269,-1.92840089802568,0.011431575552,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.011431575552
270,5.38,0.442374222976745,0.903578547477269,-1.92840089802568,0.010593560436,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.010593560436
271,5.4,0.442374222976745,0.903578547477269,-1.92840089802568,0.0097848,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0097848
272,5.42,0.442374222976745,0.903578547477269,-1.92840089802568,0.00900627236399997,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00900627236399997
273,5.44,0.442374222976745,0.903578547477269,-1.92840089802568,0.00825886924799998,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00825886924799998
274,5.46,0.442374222976745,0.903578547477269,-1.92840089802568,0.00754339165199999,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00754339165199999
275,5.48,0.442374222976745,0.903578547477269,-1.92840089802568,0.006860545536,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.006860545536
276,5.5,0.442374222976745,0.903578547477269,-1.92840089802568,0.0062109375,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.0062109375
277,5.52,0.442374222976745,0.903578547477269,-1.92840089802568,0.00559507046399996,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00559507046399996
278,5.54,0.442374222976745,0.903578547477269,-1.92840089802568,0.00501333934800001,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00501333934800001
279,5.56,0.442374222976745,0.903578547477269,-1.92840089802568,0.004466026752,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.004466026752
280,5.58,0.442374222976745,0.903578547477269,-1.92840089802568,0.00395329863599998,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00395329863599998
281,5.6,0.442374222976745,0.903578547477269,-1.92840089802568,0.00347519999999997,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00347519999999997
282,5.62,0.442374222976745,0.903578547477269,-1.92840089802568,0.00303165056400004,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00303165056400004
283,5.64,0.442374222976745,0.903578547477269,-1.92840089802568,0.00262244044800006,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00262244044800006
284,5.66,0.442374222976745,0.903578547477269,-1.92840089802568,0.00224722585200002,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00224722585200002
285,5.68,0.442374222976745,0.903578547477269,-1.92840089802568,0.00190552473600005,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00190552473600005
286,5.7,0.442374222976745,0.903578547477269,-1.92840089802568,0.00159671249999997,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00159671249999997
287,5.72,0.442374222976745,0.903578547477269,-1.92840089802568,0.00132001766399999,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00132001766399999
288,5.74,0.442374222976745,0.903578547477269,-1.92840089802568,0.00107451754799998,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00107451754799998
289,5.76,0.442374222976745,0.903578547477269,-1.92840089802568,0.000859133951999949,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.000859133951999949
290,5.78,0.442374222976745,0.903578547477269,-1.92840089802568,0.000672628836000048,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.000672628836000048
291,5.8,0.442374222976745,0.903578547477269,-1.92840089802568,0.00051360000000001,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.00051360000000001
292,5.82,0.442374222976745,0.903578547477269,-1.92840089802568,0.000380476764,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.000380476764
293,5.84,0.442374222976745,0.903578547477269,-1.92840089802568,0.000271515648000022,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.000271515648000022
294,5.86,0.442374222976745,0.903578547477269,-1.92840089802568,0.000184796051999926,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.000184796051999926
295,5.88,0.442374222976745,0.903578547477269,-1.92840089802568,0.000118215936000039,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0.000118215936000039
296,5.9,0.442374222976745,0.903578547477269,-1.92840089802568,6.94875000001038e-05,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,6.94875000001038e-05
297,5.92,0.442374222976745,0.903578547477269,-1.92840089802568,3.61328639999839e-05,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,3.61328639999839e-05
298,5.94,0.442374222976745,0.903578547477269,-1.92840089802568,1.5479748000008e-05,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,1.5479748000008e-05
299,5.96,0.442374222976745,0.903578547477269,-1.92840089802568,4.65715200014677e-06,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,4.65715200014677e-06
300,5.98,0.442374222976745,0.903578547477269,-1.92840089802568,5.91035999981948e-07,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,5.91035999981948e-07
301,6,0.442374222976745,0.903578547477269,-1.92840089802568,0,0.442374222976745,-0.903578547477269,1.92840089802568,-1.02482235054841,0
302,6.02,0.442365876898194,0.903577720227086,-1.92839926035458,0,0.442365876898194,-0.903577720227086,1.92839926035458,-1.02482154012749,0
303,6.04,0.442308458866919,0.903572029042105,-1.9283879937639,0,0.442308458866919,-0.903572029042105,1.9283879937639,-1.02481596472179,0
304,6.06,0.442155631904873,0.903556881073918,-1.92835800599197,0,0.442155631904873,-0.903556881073918,1.92835800599197,-1.02480112491806,0
305,6.08,0.441863987185337,0.903527973707874,-1.92830077934024,0,0.441863987185337,-0.903527973707874,1.92830077934024,-1.02477280563237,0
306,6.1,0.441392983029769,0.903481288516539,-1.92820835870318,0,0.441392983029769,-0.903481288516539,1.92820835870318,-1.02472707018664,0
307,6.12,0.440704883904647,0.903413085213162,-1.92807333959825,0,0.440704883904647,-0.903413085213162,1.92807333959825,-1.02466025438509,0
308,6.14,0.439764699418322,0.90331989560514,-1.92788885619581,0,0.439764699418322,-0.90331989560514,1.92788885619581,-1.02456896059067,0
309,6.16,0.43854012331786,0.903198517547476,-1.92764856934909,0,0.43854012331786,-0.903198517547476,1.92764856934909,-1.02445005180162,0
310,6.18,0.437001472485893,0.903046008896248,-1.92734665462409,0,0.437001472485893,-0.903046008896248,1.92734665462409,-1.02430064572784,0
311,6.2,0.435121625937464,0.902859681462071,-1.92697779032952,0,0.435121625937464,-0.902859681462071,1.92697779032952,-1.02411810886745,0
312,6.22,0.432875963816876,0.902637094963556,-1.92653714554677,0,0.432875963816876,-0.902637094963556,1.92653714554677,-1.02390005058321,0
313,6.24,0.430242306394539,0.902376050980782,-1.92602036815978,0,0.430242306394539,-0.902376050980782,1.92602036815978,-1.023644317179,0
314,6.26,0.427200853063815,0.90207458690875,-1.92542357288507,0,0.427200853063815,-0.90207458690875,1.92542357288507,-1.02334898597632,0
315,6.28,0.423734121337872,0.901730969910853,-1.92474332930156,0,0.423734121337872,-0.901730969910853,1.92474332930156,-1.02301235939071,0
316,6.3,0.41982688584652,0.901343690872338,-1.92397664988061,0,0.41982688584652,-0.901343690872338,1.92397664988061,-1.02263295900827,0
317,6.32,0.415466117333071,0.900911458353768,-1.92312097801589,0,0.415466117333071,-0.900911458353768,1.92312097801589,-1.02220951966212,0
318,6.34,0.410640921651177,0.900433192544485,-1.92217417605334,0,0.410640921651177,-0.900433192544485,1.92217417605334,-1.02174098350885,0
319,6.36,0.405342478761682,0.899908019216076,-1.92113451332109,0,0.405342478761682,-0.899908019216076,1.92113451332109,-1.02122649410502,0
320,6.38,0.399563981729467,0.899335263675835,-1.92000065415944,0,0.399563981729467,-0.899335263675835,1.92000065415944,-1.0206653904836,0
321,6.4,0.3933005757203,0.898714444720226,-1.91877164595071,0,0.3933005757203,-0.898714444720226,1.91877164595071,-1.02005720123049,0
322,6.42,0.386549296997679,0.898045268588346,-1.91744690714928,0,0.386549296997679,-0.898045268588346,1.91744690714928,-1.01940163856093,0
323,6.44,0.379309011919685,0.897327622915392,-1.91602621531143,0,0.379309011919685,-0.897327622915392,1.91602621531143,-1.01869859239604,0
324,6.46,0.371580355935824,0.89656157068612,-1.91450969512534,0,0.371580355935824,-0.89656157068612,1.91450969512534,-1.01794812443922,0
325,6.48,0.363365672583878,0.895747344188309,-1.912897806441,0,0.363365672583878,-0.895747344188309,1.912897806441,-1.01715046225269,0
326,6.5,0.354668952486751,0.894885338966226,-1.91119133230015,0,0.354668952486751,-0.894885338966226,1.91119133230015,-1.01630599333392,0
327,6.52,0.345495772349315,0.893976107774092,-1.90939136696619,0,0.345495772349315,-0.893976107774092,1.90939136696619,-1.01541525919209,0
328,6.54,0.335853233955261,0.893020354529539,-1.90749930395417,0,0.335853233955261,-0.893020354529539,1.90749930395417,-1.01447894942463,0
329,6.56,0.325749903163942,0.892018928267077,-1.90551682406067,0,0.325749903163942,-0.892018928267077,1.90551682406067,-1.01349789579359,0
330,6.58,0.315195748907222,0.89097281709156,-1.90344588339378,0,0.315195748907222,-0.89097281709156,1.90344588339378,-1.01247306630222,0
331,6.6,0.304202082186326,0.889883142131643,-1.90128870140299,0,0.304202082186326,-0.889883142131643,1.90128870140299,-1.01140555927135,0
332,6.62,0.292781495068683,0.888751151493252,-1.89904774890918,0,0.292781495068683,-0.888751151493252,1.89904774890918,-1.01029659741592,0
333,6.64,0.280947799684776,0.887578214213044,-1.89672573613449,0,0.280947799684776,-0.887578214213044,1.89672573613449,-1.00914752192144,0
334,6.66,0.268715967224989,0.88636581421187,-1.89432560073231,0,0.268715967224989,-0.88636581421187,1.89432560073231,-1.00795978652044,0
335,6.68,0.256102066936454,0.885115544248239,-1.8918504958172,0,0.256102066936454,-0.885115544248239,1.8918504958172,-1.00673495156896,0
336,6.7,0.243123205119897,0.883829099871784,-1.88930377799481,0,0.243123205119897,-0.883829099871784,1.88930377799481,-1.00547467812302,0
337,6.72,0.229797464126488,0.882508273376721,-1.88668899539182,0,0.229797464126488,-0.882508273376721,1.88668899539182,-1.0041807220151,0
338,6.74,0.216143841354686,0.881154947755315,-1.8840098756859,0,0.216143841354686,-0.881154947755315,1.8840098756859,-1.00285492793058,0
339,6.76,0.20218218824709,0.879771090651346,-1.8812703141356,0,0.20218218824709,-0.879771090651346,1.8812703141356,-1.00149922348426,0
340,6.78,0.18793314928728,0.878358748313564,-1.87847436161035,0,0.18793314928728,-0.878358748313564,1.87847436161035,-1.00011561329679,0
341,6.8,0.17341810099667,0.876920039549163,-1.87562621262032,0,0.17341810099667,-0.876920039549163,1.87562621262032,-0.998706173071154,0
342,6.82,0.158659090931353,0.875457149677237,-1.8727301933464,0,0.158659090931353,-0.875457149677237,1.8727301933464,-0.997273043669165,0
343,6.84,0.14367877667895,0.873972324482245,-1.86979074967015,0,0.14367877667895,-0.873972324482245,1.86979074967015,-0.995818425187902,0
344,6.86,0.128500364855452,0.872467864167478,-1.86681243520368,0,0.128500364855452,-0.872467864167478,1.86681243520368,-0.994344571036203,0
345,6.88,0.113147550102076,0.870946117308516,-1.86379989931964,0,0.113147550102076,-0.870946117308516,1.86379989931964,-0.992853782011128,0
346,6.9,0.0976444540821058,0.869409474806699,-1.86075787518113,0,0.0976444540821058,-0.869409474806699,1.86075787518113,-0.991348400374436,0
347,6.92,0.0820155644777402,0.867860363842583,-1.85769116777164,0,0.0820155644777402,-0.867860363842583,1.85769116777164,-0.989830803929056,0
348,6.94,0.0662856739869423,0.866301241829408,-1.85460464192496,0,0.0662856739869423,-0.866301241829408,1.85460464192496,-0.988303400095556,0
349,6.96,0.0504798193202863,0.864734590366562,-1.85150321035518,0,0.0504798193202863,-0.864734590366562,1.85150321035518,-0.986768619988618,0
350,6.98,0.0346232201978035,0.86316290919304,-1.84839182168655,0,0.0346232201978035,-0.86316290919304,1.84839182168655,-0.985228912493508,0
351,7,0.0187412183458308,0.861588710140912,-1.84527544848346,0,0.0187412183458308,-0.861588710140912,1.84527544848346,-0.983686738342547,0
352,7.02,0.00285921649385795,0.860014511088784,-1.84215907528037,0,0.00285921649385795,-0.860014511088784,1.84215907528037,-0.982144564191586,0
353,7.04,-0.0129973826286248,0.858442829915263,-1.83904768661174,0,-0.0129973826286248,-0.858442829915263,1.83904768661174,-0.980604856696476,0
354,7.06,-0.0288032372952811,0.856876178452416,-1.83594625504195,0,-0.0288032372952811,-0.856876178452416,1.83594625504195,-0.979070076589538,0
355,7.08,-0.044533127786079,0.855317056439242,-1.83285972919528,0,-0.044533127786079,-0.855317056439242,1.83285972919528,-0.977542672756039,0
356,7.1,-0.0601620173904445,0.853767945475126,-1.82979302178578,0,-0.0601620173904445,-0.853767945475126,1.82979302178578,-0.976025076310659,0
357,7.12,-0.0756651134104148,0.852231302973308,-1.82675099764728,0,-0.0756651134104148,-0.852231302973308,1.82675099764728,-0.974519694673967,0
358,7.14,-0.0910179281637908,0.850709556114347,-1.82373846176324,0,-0.0910179281637908,-0.850709556114347,1.82373846176324,-0.973028905648892,0
359,7.16,-0.106196339987288,0.84920509579958,-1.82076014729677,0,-0.106196339987288,-0.84920509579958,1.82076014729677,-0.971555051497192,0
360,7.18,-0.121176654239692,0.847720270604588,-1.81782070362052,0,-0.121176654239692,-0.847720270604588,1.81782070362052,-0.97010043301593,0
361,7.2,-0.135935664305008,0.846257380732662,-1.8149246843466,0,-0.135935664305008,-0.846257380732662,1.8149246843466,-0.968667303613941,0
