sample,time_s,segment_index,q1_ref_rad,q2_ref_rad,q3_ref_rad,q4_ref_m,q1_actual_rad,q2_actual_rad,q3_actual_rad,q4_actual_m,q1_error_rad,q2_error_rad,q3_error_rad,q4_error_m,q1dot_ref,q2dot_ref,q3dot_ref,q4dot_ref,q1dot_actual,q2dot_actual,q3dot_actual,q4dot_actual,q1dot_error,q2dot_error,q3dot_error,q4dot_error,q1ddot_cmd,q2ddot_cmd,q3ddot_cmd,q4ddot_cmd,stamp_ref_x_m,stamp_ref_y_m,stamp_ref_z_m,stamp_actual_x_m,stamp_actual_y_m,stamp_actual_z_m,stamp_error_x_m,stamp_error_y_m,stamp_error_z_m,stamp_error_norm_m
11,0.2,1,0.00378672334868094,1.6014670135732,-1.98185168378978,0,0.00249881854492641,1.60351635129653,-1.98200864112169,0,0.00128790480375453,-0.0020493377233326,0.000156957331908458,0,0.0537484680916745,-0.0855255473156779,0.00655034139265916,0,0.0373920165010788,-0.059498861828715,0.00455697589416345,0,0.0163564515905957,-0.0260266854869629,0.00199336549849572,0,0.455919512187366,-0.725467482072518,0.0555630431607602,0,0.380887365004614,0.00144232197223697,0.278499121362613,0.380587111292779,0.000951020111078887,0.279010219567437,0.000300253711834952,0.000491301861158085,-0.000511098204824534,0.000769903360963521
12,0.22,1,0.00495922764462087,1.5996013032525,-1.98170879035123,0,0.00342902667982293,1.60203618706713,-1.98189527638654,0,0.00153020096479794,-0.00243488381462531,0.000186486035317346,0,0.0635984388966081,-0.101199001351587,0.00775076019101437,0,0.0465104067448261,-0.0740082114701654,0.00566823675737865,0,0.017088032151782,-0.0271907898814218,0.00208252343363572,0,0.494780739515434,-0.787304179090968,0.060299072204449,0,0.381159323651497,0.0018902713512889,0.278033253443214,0.380804134300962,0.00130579265424305,0.278641136722635,0.00035518935053519,0.000584478697045855,-0.000607883279420685,0.000915039290650012
13,0.24,1,0.00633431190748233,1.59741324397636,-1.98154120843336,0,0.00455714711052563,1.60024110116609,-1.98175779202251,0,0.0017771647969567,-0.00282785718972756,0.000216583589158548,0,0.0739961132270093,-0.117743971273353,0.0090179277768449,0,0.0564060215351348,-0.0897542950519847,0.00687421820146763,0,0.0175900916918745,-0.0279896762213681,0.00214370957537727,0,0.52951831353316,-0.842579243400118,0.0645325504234001,0,0.381476577516461,0.00241642394594255,0.277486209829369,0.381066211893664,0.00173658680804096,0.278193071664294,0.000410365622796671,0.000679837137901598,-0.000706861834925521,0.00106312376143035
14,0.26,1,0.00792231442285629,1.5948863852753,-1.98134767810631,0,0.00589707486664159,1.59810898356769,-1.98159449463832,0,0.0020252395562147,-0.0032225982923868,0.000246816532007754,0,0.0848801780155734,-0.135062894604778,0.0103443719088584,0,0.066996387805798,-0.106605879919987,0.00816486920993563,0,0.0178837902097753,-0.0284570146847905,0.00217950269892274,0,0.560199759816977,-0.89140012293449,0.0682717071792303,0,0.381840677251205,0.00302512519359579,0.276853544386129,0.381375898275714,0.00224902829488016,0.27766023396036,0.000464778975491298,0.000776096898715633,-0.000806689574230746,0.00121206186369646
15,0.28,1,0.00973236314045963,1.59200620258848,-1.9811270869442,0,0.00746108252668434,1.59562030592012,-1.98140388857124,0,0.00227128061377529,-0.00361410333163947,0.000276801627041134,0,0.0961909127421986,-0.153060742959955,0.0117228144299519,0,0.0782003830021376,-0.124433882378677,0.00953030335352024,0,0.017990529740061,-0.0286268605812784,0.00219251107643162,0,0.586938656178749,-0.933947544789515,0.0715303842327458,0,0.382252704209952,0.00372033959168405,0.276131219866935,0.381735177134962,0.0028482105112978,0.277037401848344,0.000517527074990254,0.000872129080386254,-0.000906181981409238,0.00136000337853776
16,0.3,1,0.0117724075250793,1.58876004658185,-1.98087846614346,0,0.00925986564919859,1.59275804925463,-1.98118467035048,0,0.00251254187588067,-0.00399800267277839,0.000306204207016547,0,0.107870189433986,-0.17164502204327,0.0131461712672118,0,0.0899391561257125,-0.143112833274467,0.0109609110381752,0,0.0179310333082731,-0.0285321887688031,0.00218526022903663,0,0.609874853753529,-0.970444042653901,0.0743256252823874,0,0.382713265974359,0.00450566468028432,0.275315592376009,0.382145455159589,0.00353871671636135,0.276319898944995,0.000567810814770753,0.00096694796392297,-0.0010043065689862,0.00150533357459875
17,0.32,1,0.0140492504075161,1.58513709246639,-1.98060098664113,0,0.0113025987132143,1.58950761497208,-1.9809357218796,0,0.00274665169430187,-0.00437052250568404,0.000334735238476158,0,0.119861472665238,-0.190725771649398,0.014607552431914,0,0.102136653200783,-0.162521714127545,0.0124474235438229,0,0.0177248194644551,-0.0282040575218528,0.00216012888809115,0,0.629161558719289,-1.00113340100546,0.0766761016094387,0,0.38322249428749,0.00538434304515541,0.274403397210327,0.382607560944801,0.00432464388350148,0.275503568439784,0.000614933342689694,0.00105969916165393,-0.0011001712294571,0.00164665784645345
18,0.34,1,0.0165685798355292,1.58112828931629,-1.98029395523317,0,0.0135969964007176,1.58585672732912,-1.98065610296808,0,0.00297158343481159,-0.00472843801283762,0.00036214773491916,0,0.132109819557463,-0.210215565663305,0.0161002620195239,0,0.114719884375169,-0.182544382147654,0.0139809455760117,0,0.0173899351822937,-0.0276711835156503,0.00211931644351224,0,0.644957047127033,-1.02626747159677,0.0786011023621608,0,0.383780045578518,0.00635927224632294,0.27339173615404,0.383121748321472,0.00520962608587821,0.274584746937085,0.00065829725704597,0.00114964616044473,-0.0011930107830444,0.00178278330184006
19,0.36,1,0.0193350009247798,1.5767263093871,-1.97995681069279,0,0.0161493769070718,1.58179533269753,-1.98034504361562,0,0.00318562401770795,-0.00506902331042713,0.000388232922825749,0,0.144561879779368,-0.230029512060247,0.0176177982096961,0,0.12761902531771,-0.20306973157959,0.0155529676232549,0,0.0169428544616582,-0.0269597804806576,0.00206483058644118,0,0.657419491003959,-1.04609794065586,0.0801199040113985,0,0.384385104220311,0.00743301262673862,0.272278066266143,0.383687703494776,0.00619685606597157,0.273560239325797,0.000697400725535369,0.00123615656076705,-0.00128217305965456,0.0019126992888608
20,0.38,1,0.0223520677097752,1.57192549743402,-1.9795891198888,0,0.0189647252098276,1.57731549888968,-1.98000193630155,0,0.00338734249994758,-0.00539000145566093,0.000412816412751926,0,0.157165895546865,-0.250085252905774,0.0191538532662747,0,0.140767415137789,-0.223991690392707,0.0171553657034829,0,0.0163984804090766,-0.0260935625130667,0.00199848756279179,0,0.66670385817629,-1.06087139582743,0.0812513925310283,0,0.385036388627176,0.00860779300437404,0.271060190171351,0.384304555610706,0.00728910418334859,0.272427295516035,0.000731833016469841,0.00131868882102544,-0.00136710534468371,0.00203555810385151
21,0.4,1,0.0256223149948131,1.56672182002998,-1.97919057390384,0,0.0220467550558539,1.57241131652349,-1.97962632843047,0,0.00357555993895917,-0.00568949649351702,0.000435754526624699,0,0.16987170162307,-0.270302964355723,0.0207023135372932,0,0.154101492301315,-0.245209118309256,0.0187803935541034,0,0.0157702093217555,-0.0250938460464672,0.00192191998318972,0,0.672960180331026,-1.07082657028105,0.0820138523262643,0,0.385732160268894,0.00988551429874156,0.269736247834789,0.384970890514486,0.00848873431443535,0.271183589512942,0.000761269754408378,0.00139677998430621,-0.00144734167815286,0.00215065661993117
22,0.42,1,0.0291472902049254,1.56111281488392,-1.97876098415279,0,0.0253979689740126,1.5670788035292,-1.97921791501846,0,0.00374932123091282,-0.00596598864527964,0.000456930865663452,0,0.182630725318299,-0.290605356656224,0.0222572594549745,0,0.167560695907935,-0.266625649714877,0.0204206706006287,0,0.0150700294103636,-0.0239797069413473,0.00183658885434579,0,0.676332711298555,-1.07619300335491,0.0824248636532609,0,0.386470235648979,0.0112677511886663,0.268304709773391,0.385684767555086,0.0097977165453669,0.269827201044625,0.000785468093893293,0.00147003464329944,-0.00152249127123349,0.0022574192455118
