sample,time_s,segment_index,q1_rad,q2_rad,q3_rad,q4_m,q1dot,q2dot,q3dot,q4dot,q1ddot,q2ddot,q3ddot,q4ddot,stamp_x_m,stamp_y_m,stamp_z_m
74,1.46,1,0.386757522632366,0.992076860186983,-1.93517892142474,0,0.25778302781448,-0.410189077480723,0.0314160923533326,0,-0.601624519506142,0.957315959620153,-0.0733201546551648,-0,0.391683802688983,0.159520905971726,0.106475800548288
75,1.48,1,0.391792081298669,0.984065778183789,-1.93456535830013,0,0.245635542245094,-0.390859775851902,0.0299356747643855,0,-0.612812163605225,0.97511794391327,-0.074683596085785,-0,0.390756691232067,0.161441652191579,0.104077007349616
76,1.5,1,0.396581578801418,0.976444641994549,-1.93398166085058,0,0.233283281647893,-0.371204632446519,0.0284303011834165,0,-0.622088751061048,0.989879019857383,-0.0758141364891107,-0,0.389850199260031,0.163257388770939,0.101794972950274
77,1.52,1,0.401122307159876,0.969219351826155,-1.93342828096878,0,0.220765263429341,-0.351285732476697,0.0269047266730661,0,-0.629374654513475,1.00147248293795,-0.0767020716556711,-0,0.388968827445334,0.16496820330926,0.0996315774541055
78,1.54,1,0.405411354666907,0.962394540840359,-1.93290557350533,0,0.208122097543111,-0.331167695244855,0.0253639003801646,0,-0.634590246602369,1.00977162864044,-0.0773376973759957,-0,0.388116764888388,0.166574501106281,0.0975882862249017
79,1.56,1,0.409446637739922,0.955973524471955,-1.93241379238705,0,0.195395986490072,-0.310917674143698,0.0238129655357311,0,-0.6376558999676,1.0146497524503,-0.0777113094406143,-0,0.38729785878327,0.168076994910585,0.0956661389218716
80,1.58,1,0.41322693277182,0.949958249746984,-1.93195308673528,0,0.182630725318299,-0.290605356656225,0.0222572594549746,0,-0.638491987249027,1.01598014985299,-0.0778132036400557,-0,0.386515586864942,0.169476695501391,0.0938657387145479
81,1.6,1,0.416751907981932,0.944349244600924,-1.93152349698423,0,0.16987170162307,-0.270302964355722,0.0207023135372931,0,-0.637018881086513,1.01363611633396,-0.0776336757648494,-0,0.385773032751591,0.17077490345054,0.0921872415656908
82,1.62,1,0.420022155266969,0.939145567196883,-1.93112495099927,0,0.157165895546866,-0.250085252905775,0.0191538532662748,0,-0.633156954119927,1.00749094737869,-0.0771630216055251,-0,0.385072864268646,0.171973202385175,0.090630345475626
83,1.64,1,0.423039222051965,0.934344755243795,-1.93075726019527,0,0.144561879779369,-0.230029512060249,0.0176177982096962,0,-0.62682657898913,0.997417938472619,-0.0763915369526119,-0,0.384417314814679,0.173073454039349,0.0891942795886935
84,1.66,1,0.425805643141215,0.929942775314614,-1.9304201156549,0,0.132109819557463,-0.210215565663306,0.016100262019524,0,-0.617948128333986,0.983290385101214,-0.0753095175966393,-0,0.383808167803324,0.174077795345188,0.0878777930718924
85,1.68,1,0.428324972569228,0.925933972164507,-1.93011308424694,0,0.119861472665238,-0.190725771649398,0.014607552431914,0,-0.606441974794358,0.964981582749928,-0.0739072593281363,-0,0.383246744189244,0.174988637771638,0.0866791436871264
86,1.7,1,0.430601815451666,0.92231101804905,-1.9298356047446,0,0.107870189433985,-0.17164502204327,0.0131461712672117,0,-0.592228491010116,0.942364826904227,-0.0721750579376332,-0,0.382733893059458,0.175808669072028,0.0855960859914121
87,1.72,1,0.432641859836285,0.919064862042422,-1.92958698394386,0,0.0961909127421983,-0.153060742959955,0.0117228144299518,0,-0.575228049621121,0.915313413049566,-0.0701032092156589,-0,0.382269985243311,0.176540857550946,0.0846258591136656
88,1.74,1,0.434451908553889,0.916184679355595,-1.92936639278176,0,0.0848801780155735,-0.135062894604778,0.0103443719088584,0,-0.555361023267234,0.883700636671399,-0.0676820089527426,-0,0.381854909864318,0.17718845890726,0.0837651740718306
